Pass Number,Observer,Time (UTCGregorian),Azimuth (deg),Elevation (deg),Range (km)
80,AntenaLDTEA,29 Dec 2023 12:10:43.226,2.657,50.312,508.024
80,AntenaLDTEA,29 Dec 2023 12:11:43.226,44.069,30.868,720.201
80,AntenaLDTEA,29 Dec 2023 12:12:43.226,56.250,17.546,1063.210
80,AntenaLDTEA,29 Dec 2023 12:13:43.226,61.473,9.723,1445.983
80,AntenaLDTEA,29 Dec 2023 12:14:11.478,63.004,7.000,1631.822
81,AntenaLDTEA,29 Dec 2023 13:45:57.819,294.329,7.000,1633.506
81,AntenaLDTEA,29 Dec 2023 13:46:57.819,307.521,10.673,1385.683
81,AntenaLDTEA,29 Dec 2023 13:47:57.819,325.519,13.469,1232.304
81,AntenaLDTEA,29 Dec 2023 13:48:57.819,346.502,13.865,1210.500
81,AntenaLDTEA,29 Dec 2023 13:49:57.819,5.775,11.557,1326.836
81,AntenaLDTEA,29 Dec 2023 13:50:57.819,20.405,7.948,1550.111
81,AntenaLDTEA,29 Dec 2023 13:51:12.869,23.345,7.000,1618.071
82,AntenaLDTEA,30 Dec 2023 02:59:12.336,353.761,7.000,1632.838
82,AntenaLDTEA,30 Dec 2023 03:00:12.336,8.853,9.004,1494.793
82,AntenaLDTEA,30 Dec 2023 03:01:12.336,25.833,9.503,1465.238
82,AntenaLDTEA,30 Dec 2023 03:02:12.336,42.153,8.261,1550.551
82,AntenaLDTEA,30 Dec 2023 03:02:46.021,50.191,7.000,1643.009
83,AntenaLDTEA,30 Dec 2023 04:35:28.977,306.545,7.000,1643.569
83,AntenaLDTEA,30 Dec 2023 04:36:28.977,313.045,13.000,1272.129
83,AntenaLDTEA,30 Dec 2023 04:37:28.977,325.287,21.549,938.884
83,AntenaLDTEA,30 Dec 2023 04:38:28.977,351.623,32.359,702.746
83,AntenaLDTEA,30 Dec 2023 04:39:28.977,35.533,34.191,675.963
83,AntenaLDTEA,30 Dec 2023 04:40:28.977,66.377,23.923,878.002
83,AntenaLDTEA,30 Dec 2023 04:41:28.977,80.674,14.740,1197.682
83,AntenaLDTEA,30 Dec 2023 04:42:28.977,88.003,8.318,1563.599
83,AntenaLDTEA,30 Dec 2023 04:42:44.057,89.292,7.000,1659.179
84,AntenaLDTEA,30 Dec 2023 06:13:30.844,276.381,7.000,1656.095
84,AntenaLDTEA,30 Dec 2023 06:14:30.844,274.493,13.473,1258.775
84,AntenaLDTEA,30 Dec 2023 06:15:30.844,270.692,24.030,878.198
84,AntenaLDTEA,30 Dec 2023 06:16:30.844,258.761,45.511,553.176
84,AntenaLDTEA,30 Dec 2023 06:17:30.844,164.780,67.764,436.629
84,AntenaLDTEA,30 Dec 2023 06:18:30.844,117.348,36.292,652.379
84,AntenaLDTEA,30 Dec 2023 06:19:30.844,109.883,19.816,1004.916
84,AntenaLDTEA,30 Dec 2023 06:20:30.844,106.969,11.088,1393.187
84,AntenaLDTEA,30 Dec 2023 06:21:11.731,105.808,7.000,1665.021
85,AntenaLDTEA,30 Dec 2023 07:52:04.047,256.704,7.000,1663.818
85,AntenaLDTEA,30 Dec 2023 07:53:04.047,251.001,13.036,1286.676
85,AntenaLDTEA,30 Dec 2023 07:54:04.047,240.250,21.873,941.337
85,AntenaLDTEA,30 Dec 2023 07:55:04.047,215.776,34.345,680.526
85,AntenaLDTEA,30 Dec 2023 07:56:04.047,167.782,38.728,623.095
85,AntenaLDTEA,30 Dec 2023 07:57:04.047,132.607,26.919,813.534
85,AntenaLDTEA,30 Dec 2023 07:58:04.047,117.619,16.386,1132.603
85,AntenaLDTEA,30 Dec 2023 07:59:04.047,110.288,9.349,1499.532
85,AntenaLDTEA,30 Dec 2023 07:59:29.806,108.208,7.000,1663.769
86,AntenaLDTEA,30 Dec 2023 09:30:29.901,251.077,7.000,1664.300
86,AntenaLDTEA,30 Dec 2023 09:31:29.901,246.532,13.183,1278.557
86,AntenaLDTEA,30 Dec 2023 09:32:29.901,237.734,22.630,918.252
86,AntenaLDTEA,30 Dec 2023 09:33:29.901,215.408,37.897,631.366
86,AntenaLDTEA,30 Dec 2023 09:34:29.901,158.520,45.847,550.381
86,AntenaLDTEA,30 Dec 2023 09:35:29.901,118.184,30.131,746.039
86,AntenaLDTEA,30 Dec 2023 09:36:29.901,104.126,17.670,1076.410
86,AntenaLDTEA,30 Dec 2023 09:37:29.901,97.787,9.990,1451.495
86,AntenaLDTEA,30 Dec 2023 09:38:01.341,95.701,7.000,1655.496
87,AntenaLDTEA,30 Dec 2023 11:08:47.622,260.126,7.000,1658.004
87,AntenaLDTEA,30 Dec 2023 11:09:47.622,261.662,13.434,1259.371
87,AntenaLDTEA,30 Dec 2023 11:10:47.622,264.899,23.956,876.693
87,AntenaLDTEA,30 Dec 2023 11:11:47.622,275.470,45.677,547.852
87,AntenaLDTEA,30 Dec 2023 11:12:47.622,14.399,69.490,427.438
87,AntenaLDTEA,30 Dec 2023 11:13:47.622,60.837,36.177,645.655
87,AntenaLDTEA,30 Dec 2023 11:14:47.622,67.390,19.516,1000.890
87,AntenaLDTEA,30 Dec 2023 11:15:47.622,69.849,10.783,1391.101
87,AntenaLDTEA,30 Dec 2023 11:16:25.181,70.727,7.000,1641.707
88,AntenaLDTEA,30 Dec 2023 12:47:39.613,284.340,7.000,1644.531
88,AntenaLDTEA,30 Dec 2023 12:48:39.613,295.247,11.719,1336.419
88,AntenaLDTEA,30 Dec 2023 12:49:39.613,312.284,16.625,1101.882
88,AntenaLDTEA,30 Dec 2023 12:50:39.613,336.408,19.460,995.598
88,AntenaLDTEA,30 Dec 2023 12:51:39.613,1.766,17.652,1057.419
88,AntenaLDTEA,30 Dec 2023 12:52:39.613,20.822,12.915,1262.683
88,AntenaLDTEA,30 Dec 2023 12:53:39.613,33.149,8.005,1554.975
88,AntenaLDTEA,30 Dec 2023 12:53:52.937,35.220,7.000,1627.162
89,AntenaLDTEA,31 Dec 2023 03:37:52.570,315.744,7.000,1634.672
89,AntenaLDTEA,31 Dec 2023 03:38:52.570,324.736,12.470,1291.859
89,AntenaLDTEA,31 Dec 2023 03:39:52.570,340.242,19.238,1006.082
89,AntenaLDTEA,31 Dec 2023 03:40:52.570,6.614,25.140,839.476
89,AntenaLDTEA,31 Dec 2023 03:41:52.570,38.967,24.186,864.711
89,AntenaLDTEA,31 Dec 2023 03:42:52.570,62.507,17.679,1068.202
89,AntenaLDTEA,31 Dec 2023 03:43:52.570,76.020,11.225,1372.260
89,AntenaLDTEA,31 Dec 2023 03:44:40.819,82.700,7.000,1652.496
90,AntenaLDTEA,31 Dec 2023 05:15:38.244,282.957,7.000,1648.851
90,AntenaLDTEA,31 Dec 2023 05:16:38.244,282.784,13.550,1249.016
90,AntenaLDTEA,31 Dec 2023 05:17:38.244,282.487,24.411,864.277
90,AntenaLDTEA,31 Dec 2023 05:18:38.244,281.627,47.876,531.689
90,AntenaLDTEA,31 Dec 2023 05:19:38.244,109.807,79.351,411.079
90,AntenaLDTEA,31 Dec 2023 05:20:38.244,103.945,37.277,637.399
90,AntenaLDTEA,31 Dec 2023 05:21:38.244,103.403,19.981,996.761
90,AntenaLDTEA,31 Dec 2023 05:22:38.244,103.152,11.122,1388.617
90,AntenaLDTEA,31 Dec 2023 05:23:19.222,103.031,7.000,1662.650
91,AntenaLDTEA,31 Dec 2023 06:54:07.707,260.373,7.000,1660.248
91,AntenaLDTEA,31 Dec 2023 06:55:07.707,255.126,13.128,1279.390
91,AntenaLDTEA,31 Dec 2023 06:56:07.707,245.095,22.283,927.883
91,AntenaLDTEA,31 Dec 2023 06:57:07.707,221.143,35.952,657.170
91,AntenaLDTEA,31 Dec 2023 06:58:07.707,169.587,41.467,592.659
91,AntenaLDTEA,31 Dec 2023 06:59:07.707,132.636,28.179,787.015
91,AntenaLDTEA,31 Dec 2023 07:00:07.707,118.037,16.924,1111.396
91,AntenaLDTEA,31 Dec 2023 07:01:07.707,111.116,9.644,1481.934
91,AntenaLDTEA,31 Dec 2023 07:01:36.284,108.984,7.000,1665.548
92,AntenaLDTEA,31 Dec 2023 08:32:36.941,251.053,7.000,1665.012
92,AntenaLDTEA,31 Dec 2023 08:33:36.941,245.763,13.089,1284.610
92,AntenaLDTEA,31 Dec 2023 08:34:36.941,235.698,22.146,933.553
92,AntenaLDTEA,31 Dec 2023 08:35:36.941,211.896,35.585,662.832
92,AntenaLDTEA,31 Dec 2023 08:36:36.941,161.068,41.120,596.242
92,AntenaLDTEA,31 Dec 2023 08:37:36.941,124.056,28.108,787.663
92,AntenaLDTEA,31 Dec 2023 08:38:36.941,109.259,16.898,1110.432
92,AntenaLDTEA,31 Dec 2023 08:39:36.941,102.230,9.617,1480.212
92,AntenaLDTEA,31 Dec 2023 08:40:05.169,100.090,7.000,1661.370
93,AntenaLDTEA,31 Dec 2023 10:10:53.986,256.599,7.000,1662.715
93,AntenaLDTEA,31 Dec 2023 10:11:53.986,256.200,13.457,1262.974
93,AntenaLDTEA,31 Dec 2023 10:12:53.986,255.464,24.078,877.727
93,AntenaLDTEA,31 Dec 2023 10:13:53.986,253.205,46.752,542.191
93,AntenaLDTEA,31 Dec 2023 10:14:53.986,100.378,80.625,409.698
93,AntenaLDTEA,31 Dec 2023 10:15:53.986,80.160,38.016,626.641
93,AntenaLDTEA,31 Dec 2023 10:16:53.986,78.667,20.230,983.680
93,AntenaLDTEA,31 Dec 2023 10:17:53.986,78.080,11.199,1374.941
93,AntenaLDTEA,31 Dec 2023 10:18:35.200,77.836,7.000,1650.476
94,AntenaLDTEA,31 Dec 2023 11:49:30.831,276.462,7.000,1653.349
94,AntenaLDTEA,31 Dec 2023 11:50:30.831,284.947,12.459,1304.848
94,AntenaLDTEA,31 Dec 2023 11:51:30.831,299.725,19.352,1008.933
94,AntenaLDTEA,31 Dec 2023 11:52:30.831,325.684,25.817,826.044
94,AntenaLDTEA,31 Dec 2023 11:53:30.831,359.222,25.359,835.007
94,AntenaLDTEA,31 Dec 2023 11:54:30.831,24.068,18.554,1030.809
94,AntenaLDTEA,31 Dec 2023 11:55:30.831,38.110,11.730,1332.988
94,AntenaLDTEA,31 Dec 2023 11:56:22.942,45.383,7.000,1636.512
95,AntenaLDTEA,01 Jan 2024 02:40:23.584,326.070,7.000,1625.275
95,AntenaLDTEA,01 Jan 2024 02:41:23.584,337.519,11.679,1326.091
95,AntenaLDTEA,01 Jan 2024 02:42:23.584,355.104,16.371,1105.555
95,AntenaLDTEA,01 Jan 2024 02:43:23.584,19.156,18.774,1017.320
95,AntenaLDTEA,01 Jan 2024 02:44:23.584,43.528,16.773,1094.253
95,AntenaLDTEA,01 Jan 2024 02:45:23.584,61.644,12.222,1307.275
95,AntenaLDTEA,01 Jan 2024 02:46:23.584,73.462,7.548,1602.373
95,AntenaLDTEA,01 Jan 2024 02:46:31.124,74.617,7.000,1643.132
96,AntenaLDTEA,01 Jan 2024 04:17:48.684,290.138,7.000,1639.782
96,AntenaLDTEA,01 Jan 2024 04:18:48.684,291.981,13.541,1241.764
96,AntenaLDTEA,01 Jan 2024 04:19:48.684,295.861,24.309,861.097
96,AntenaLDTEA,01 Jan 2024 04:20:48.684,308.705,46.466,539.027
96,AntenaLDTEA,01 Jan 2024 04:21:48.684,46.416,66.117,436.920
96,AntenaLDTEA,01 Jan 2024 04:22:48.684,88.722,34.884,665.504
96,AntenaLDTEA,01 Jan 2024 04:23:48.684,95.741,19.077,1022.465
96,AntenaLDTEA,01 Jan 2024 04:24:48.684,98.450,10.622,1412.781
96,AntenaLDTEA,01 Jan 2024 04:25:25.366,99.403,7.000,1657.353
97,AntenaLDTEA,01 Jan 2024 05:56:11.635,264.852,7.000,1653.871
97,AntenaLDTEA,01 Jan 2024 05:57:11.635,260.359,13.260,1267.584
97,AntenaLDTEA,01 Jan 2024 05:58:11.635,251.581,22.896,906.984
97,AntenaLDTEA,01 Jan 2024 05:59:11.635,228.892,38.618,621.211
97,AntenaLDTEA,01 Jan 2024 06:00:11.635,170.386,46.343,546.166
97,AntenaLDTEA,01 Jan 2024 06:01:11.635,130.619,30.080,748.403
97,AntenaLDTEA,01 Jan 2024 06:02:11.635,117.029,17.633,1081.758
97,AntenaLDTEA,01 Jan 2024 06:03:11.635,110.897,9.997,1458.087
97,AntenaLDTEA,01 Jan 2024 06:03:43.351,108.858,7.000,1664.221
98,AntenaLDTEA,01 Jan 2024 07:34:43.387,251.932,7.000,1662.633
98,AntenaLDTEA,01 Jan 2024 07:35:43.387,246.180,13.035,1285.842
98,AntenaLDTEA,01 Jan 2024 07:36:43.387,235.347,21.861,941.148
98,AntenaLDTEA,01 Jan 2024 07:37:43.387,210.766,34.254,681.574
98,AntenaLDTEA,01 Jan 2024 07:38:43.387,162.978,38.499,625.665
98,AntenaLDTEA,01 Jan 2024 07:39:43.387,128.030,26.779,816.596
98,AntenaLDTEA,01 Jan 2024 07:40:43.387,113.063,16.318,1135.591
98,AntenaLDTEA,01 Jan 2024 07:41:43.387,105.722,9.312,1502.386
98,AntenaLDTEA,01 Jan 2024 07:42:08.798,103.663,7.000,1664.335
99,AntenaLDTEA,01 Jan 2024 09:13:01.636,253.917,7.000,1664.454
99,AntenaLDTEA,01 Jan 2024 09:14:01.636,251.858,13.407,1267.610
99,AntenaLDTEA,01 Jan 2024 09:15:01.636,247.754,23.788,887.440
99,AntenaLDTEA,01 Jan 2024 09:16:01.636,235.188,44.599,562.083
99,AntenaLDTEA,01 Jan 2024 09:17:01.636,147.056,66.489,440.450
99,AntenaLDTEA,01 Jan 2024 09:18:01.636,97.105,36.392,649.865
99,AntenaLDTEA,01 Jan 2024 09:19:01.636,88.821,19.864,1000.037
99,AntenaLDTEA,01 Jan 2024 09:20:01.636,85.605,11.085,1387.437
99,AntenaLDTEA,01 Jan 2024 09:20:42.258,84.341,7.000,1657.244
100,AntenaLDTEA,01 Jan 2024 10:51:28.244,270.020,7.000,1659.376
100,AntenaLDTEA,01 Jan 2024 10:52:28.244,276.091,12.962,1284.619
100,AntenaLDTEA,01 Jan 2024 10:53:28.244,287.580,21.539,944.876
100,AntenaLDTEA,01 Jan 2024 10:54:28.244,312.928,32.924,695.909
100,AntenaLDTEA,01 Jan 2024 10:55:28.244,358.261,35.804,653.041
100,AntenaLDTEA,01 Jan 2024 10:56:28.244,30.946,24.982,848.284
100,AntenaLDTEA,01 Jan 2024 10:57:28.244,45.631,15.249,1167.257
100,AntenaLDTEA,01 Jan 2024 10:58:28.244,52.995,8.568,1533.813
100,AntenaLDTEA,01 Jan 2024 10:58:45.760,54.471,7.000,1645.159
101,AntenaLDTEA,01 Jan 2024 12:31:19.916,307.728,7.000,1644.568
101,AntenaLDTEA,01 Jan 2024 12:32:19.916,322.503,9.217,1486.865
101,AntenaLDTEA,01 Jan 2024 12:33:19.916,339.628,9.981,1435.775
101,AntenaLDTEA,01 Jan 2024 12:34:19.916,356.555,8.901,1502.381
101,AntenaLDTEA,01 Jan 2024 12:35:08.785,8.486,7.000,1634.288
102,AntenaLDTEA,02 Jan 2024 01:43:05.173,338.226,7.000,1616.343
102,AntenaLDTEA,02 Jan 2024 01:44:05.173,351.916,10.560,1381.786
102,AntenaLDTEA,02 Jan 2024 01:45:05.173,10.152,13.096,1246.079
102,AntenaLDTEA,02 Jan 2024 01:46:05.173,30.730,13.218,1242.675
102,AntenaLDTEA,02 Jan 2024 01:47:05.173,49.176,10.861,1372.600
102,AntenaLDTEA,02 Jan 2024 01:48:05.173,63.097,7.379,1603.358
102,AntenaLDTEA,02 Jan 2024 01:48:11.448,64.298,7.000,1631.724
103,AntenaLDTEA,02 Jan 2024 03:20:02.885,297.938,7.000,1629.802
103,AntenaLDTEA,02 Jan 2024 03:21:02.885,302.067,13.399,1240.109
103,AntenaLDTEA,02 Jan 2024 03:22:02.885,310.452,23.482,875.604
103,AntenaLDTEA,02 Jan 2024 03:23:02.885,333.768,40.638,587.989
103,AntenaLDTEA,02 Jan 2024 03:24:02.885,38.013,47.760,525.973
103,AntenaLDTEA,02 Jan 2024 03:25:02.885,76.086,29.484,748.115
103,AntenaLDTEA,02 Jan 2024 03:26:02.885,88.086,17.003,1092.514
103,AntenaLDTEA,02 Jan 2024 03:27:02.885,93.389,9.498,1475.020
103,AntenaLDTEA,02 Jan 2024 03:27:29.466,94.875,7.000,1649.563
104,AntenaLDTEA,02 Jan 2024 04:58:16.429,270.089,7.000,1645.327
104,AntenaLDTEA,02 Jan 2024 04:59:16.429,266.667,13.409,1252.923
104,AntenaLDTEA,02 Jan 2024 05:00:16.429,259.812,23.629,881.914
104,AntenaLDTEA,02 Jan 2024 05:01:16.429,240.060,42.314,577.958
104,AntenaLDTEA,02 Jan 2024 05:02:16.429,168.704,54.126,490.187
104,AntenaLDTEA,02 Jan 2024 05:03:16.429,125.758,32.412,704.859
104,AntenaLDTEA,02 Jan 2024 05:04:16.429,114.367,18.373,1050.012
104,AntenaLDTEA,02 Jan 2024 05:05:16.429,109.537,10.324,1433.456
104,AntenaLDTEA,02 Jan 2024 05:05:50.821,107.844,7.000,1659.946
105,AntenaLDTEA,02 Jan 2024 06:36:49.201,253.722,7.000,1657.383
105,AntenaLDTEA,02 Jan 2024 06:37:49.201,247.788,13.033,1281.830
105,AntenaLDTEA,02 Jan 2024 06:38:49.201,236.625,21.813,939.619
105,AntenaLDTEA,02 Jan 2024 06:39:49.201,211.586,33.890,685.066
105,AntenaLDTEA,02 Jan 2024 06:40:49.201,164.574,37.562,635.625
105,AntenaLDTEA,02 Jan 2024 06:41:49.201,130.547,26.168,829.006
105,AntenaLDTEA,02 Jan 2024 06:42:49.201,115.690,15.998,1147.972
105,AntenaLDTEA,02 Jan 2024 06:43:49.201,108.314,9.122,1514.331
105,AntenaLDTEA,02 Jan 2024 06:44:12.748,106.372,7.000,1664.140
106,AntenaLDTEA,02 Jan 2024 08:15:09.997,252.067,7.000,1663.128
106,AntenaLDTEA,02 Jan 2024 08:16:09.997,248.629,13.320,1271.428
106,AntenaLDTEA,02 Jan 2024 08:17:09.997,241.842,23.294,900.580
106,AntenaLDTEA,02 Jan 2024 08:18:09.997,222.875,41.304,593.994
106,AntenaLDTEA,02 Jan 2024 08:19:09.997,154.754,54.217,493.753
106,AntenaLDTEA,02 Jan 2024 08:20:09.997,109.362,33.242,696.025
106,AntenaLDTEA,02 Jan 2024 08:21:09.997,97.202,18.868,1036.284
106,AntenaLDTEA,02 Jan 2024 08:22:09.997,92.110,10.629,1417.658
106,AntenaLDTEA,02 Jan 2024 08:22:47.088,90.222,7.000,1661.326
107,AntenaLDTEA,02 Jan 2024 09:53:30.068,264.688,7.000,1662.273
107,AntenaLDTEA,02 Jan 2024 09:54:30.068,268.449,13.276,1271.881
107,AntenaLDTEA,02 Jan 2024 09:55:30.068,275.994,23.077,904.234
107,AntenaLDTEA,02 Jan 2024 09:56:30.068,296.654,40.042,605.243
107,AntenaLDTEA,02 Jan 2024 09:57:30.068,0.096,50.345,515.373
107,AntenaLDTEA,02 Jan 2024 09:58:30.068,42.719,31.619,718.315
107,AntenaLDTEA,02 Jan 2024 09:59:30.068,55.494,18.136,1056.612
107,AntenaLDTEA,02 Jan 2024 10:00:30.068,60.954,10.178,1436.857
107,AntenaLDTEA,02 Jan 2024 10:01:02.927,62.775,7.000,1652.223
108,AntenaLDTEA,02 Jan 2024 11:32:44.458,294.151,7.000,1653.314
108,AntenaLDTEA,02 Jan 2024 11:33:44.458,307.116,10.677,1404.921
108,AntenaLDTEA,02 Jan 2024 11:34:44.458,324.783,13.522,1248.752
108,AntenaLDTEA,02 Jan 2024 11:35:44.458,345.496,14.046,1221.388
108,AntenaLDTEA,02 Jan 2024 11:36:44.458,4.745,11.865,1330.870
108,AntenaLDTEA,02 Jan 2024 11:37:44.458,19.514,8.308,1548.038
108,AntenaLDTEA,02 Jan 2024 11:38:05.299,23.574,7.000,1641.362
109,AntenaLDTEA,03 Jan 2024 00:46:06.546,354.422,7.000,1608.972
109,AntenaLDTEA,03 Jan 2024 00:47:06.546,9.822,8.939,1475.939
109,AntenaLDTEA,03 Jan 2024 00:48:06.546,27.018,9.320,1453.939
109,AntenaLDTEA,03 Jan 2024 00:49:06.546,43.349,7.965,1547.845
109,AntenaLDTEA,03 Jan 2024 00:49:32.109,49.492,7.000,1618.928
110,AntenaLDTEA,03 Jan 2024 02:22:21.625,306.416,7.000,1619.890
110,AntenaLDTEA,03 Jan 2024 02:23:21.625,313.029,13.075,1247.470
110,AntenaLDTEA,03 Jan 2024 02:24:21.625,325.662,21.809,914.418
110,AntenaLDTEA,03 Jan 2024 02:25:21.625,353.270,32.763,683.265
110,AntenaLDTEA,03 Jan 2024 02:26:21.625,38.171,33.710,670.606
110,AntenaLDTEA,03 Jan 2024 02:27:21.625,67.992,23.058,885.885
110,AntenaLDTEA,03 Jan 2024 02:28:21.625,81.598,14.042,1212.711
110,AntenaLDTEA,03 Jan 2024 02:29:21.625,88.592,7.779,1582.544
110,AntenaLDTEA,03 Jan 2024 02:29:30.634,89.347,7.000,1639.958
111,AntenaLDTEA,03 Jan 2024 04:00:22.713,276.032,7.000,1635.495
111,AntenaLDTEA,03 Jan 2024 04:01:22.713,274.017,13.546,1237.687
111,AntenaLDTEA,03 Jan 2024 04:02:22.713,269.899,24.336,857.389
111,AntenaLDTEA,03 Jan 2024 04:03:22.713,256.514,46.543,536.343
111,AntenaLDTEA,03 Jan 2024 04:04:22.713,158.862,65.477,437.257
111,AntenaLDTEA,03 Jan 2024 04:05:22.713,117.115,34.546,667.845
111,AntenaLDTEA,03 Jan 2024 04:06:22.713,109.889,18.902,1025.178
111,AntenaLDTEA,03 Jan 2024 04:07:22.713,106.990,10.511,1415.451
111,AntenaLDTEA,03 Jan 2024 04:07:58.386,105.951,7.000,1653.167
112,AntenaLDTEA,03 Jan 2024 05:38:54.486,256.421,7.000,1649.781
112,AntenaLDTEA,03 Jan 2024 05:39:54.486,250.591,13.084,1272.836
112,AntenaLDTEA,03 Jan 2024 05:40:54.486,239.532,22.019,928.789
112,AntenaLDTEA,03 Jan 2024 05:41:54.486,214.244,34.509,672.572
112,AntenaLDTEA,03 Jan 2024 05:42:54.486,165.894,38.184,625.143
112,AntenaLDTEA,03 Jan 2024 05:43:54.486,131.747,26.268,823.533
112,AntenaLDTEA,03 Jan 2024 05:44:54.486,117.195,15.962,1146.007
112,AntenaLDTEA,03 Jan 2024 05:45:54.486,110.022,9.069,1514.439
112,AntenaLDTEA,03 Jan 2024 05:46:17.420,108.181,7.000,1660.883
113,AntenaLDTEA,03 Jan 2024 07:17:18.574,251.059,7.000,1658.931
113,AntenaLDTEA,03 Jan 2024 07:18:18.574,246.522,13.224,1273.093
113,AntenaLDTEA,03 Jan 2024 07:19:18.574,237.706,22.767,912.910
113,AntenaLDTEA,03 Jan 2024 07:20:18.574,215.166,38.235,627.014
113,AntenaLDTEA,03 Jan 2024 07:21:18.574,157.605,46.036,549.353
113,AntenaLDTEA,03 Jan 2024 07:22:18.574,117.605,30.109,748.161
113,AntenaLDTEA,03 Jan 2024 07:23:18.574,103.764,17.675,1079.810
113,AntenaLDTEA,03 Jan 2024 07:24:18.574,97.518,10.019,1455.362
113,AntenaLDTEA,03 Jan 2024 07:24:50.452,95.436,7.000,1662.329
114,AntenaLDTEA,03 Jan 2024 08:55:35.105,260.291,7.000,1661.981
114,AntenaLDTEA,03 Jan 2024 08:56:35.105,261.907,13.441,1263.991
114,AntenaLDTEA,03 Jan 2024 08:57:35.105,265.296,23.937,882.214
114,AntenaLDTEA,03 Jan 2024 08:58:35.105,276.211,45.388,554.448
114,AntenaLDTEA,03 Jan 2024 08:59:35.105,11.500,69.093,432.392
114,AntenaLDTEA,03 Jan 2024 09:00:35.105,59.829,36.633,646.143
114,AntenaLDTEA,03 Jan 2024 09:01:35.105,66.823,19.876,999.057
114,AntenaLDTEA,03 Jan 2024 09:02:35.105,69.445,11.068,1387.973
114,AntenaLDTEA,03 Jan 2024 09:03:15.501,70.438,7.000,1656.972
115,AntenaLDTEA,03 Jan 2024 10:34:26.646,284.408,7.000,1658.111
115,AntenaLDTEA,03 Jan 2024 10:35:26.646,295.219,11.702,1351.056
115,AntenaLDTEA,03 Jan 2024 10:36:26.646,312.013,16.590,1116.647
115,AntenaLDTEA,03 Jan 2024 10:37:26.646,335.749,19.488,1008.106
115,AntenaLDTEA,03 Jan 2024 10:38:26.646,0.895,17.846,1065.064
115,AntenaLDTEA,03 Jan 2024 10:39:26.646,20.027,13.212,1265.147
115,AntenaLDTEA,03 Jan 2024 10:40:26.646,32.501,8.317,1553.388
115,AntenaLDTEA,03 Jan 2024 10:40:44.160,35.223,7.000,1647.719
116,AntenaLDTEA,04 Jan 2024 01:24:45.894,315.707,7.000,1610.965
116,AntenaLDTEA,04 Jan 2024 01:25:45.894,324.887,12.522,1267.537
116,AntenaLDTEA,04 Jan 2024 01:26:45.894,340.878,19.370,983.022
116,AntenaLDTEA,04 Jan 2024 01:27:45.894,8.151,25.160,822.715
116,AntenaLDTEA,04 Jan 2024 01:28:45.894,40.834,23.721,859.893
116,AntenaLDTEA,04 Jan 2024 01:29:45.894,63.870,17.025,1074.129
116,AntenaLDTEA,04 Jan 2024 01:30:45.894,76.927,10.636,1384.976
116,AntenaLDTEA,04 Jan 2024 01:31:27.644,82.643,7.000,1629.410
117,AntenaLDTEA,04 Jan 2024 03:02:31.115,282.634,7.000,1625.385
117,AntenaLDTEA,04 Jan 2024 03:03:31.115,282.370,13.632,1224.629
117,AntenaLDTEA,04 Jan 2024 03:04:31.115,281.877,24.785,839.502
117,AntenaLDTEA,04 Jan 2024 03:05:31.115,280.268,49.494,510.004
117,AntenaLDTEA,04 Jan 2024 03:06:31.115,111.703,75.447,409.163
117,AntenaLDTEA,04 Jan 2024 03:07:31.115,104.523,35.198,653.450
117,AntenaLDTEA,04 Jan 2024 03:08:31.115,103.693,18.884,1018.670
117,AntenaLDTEA,04 Jan 2024 03:09:31.115,103.326,10.413,1413.099
117,AntenaLDTEA,04 Jan 2024 03:10:05.613,103.182,7.000,1644.564
118,AntenaLDTEA,04 Jan 2024 04:40:59.486,260.010,7.000,1640.603
118,AntenaLDTEA,04 Jan 2024 04:41:59.486,254.589,13.186,1259.806
118,AntenaLDTEA,04 Jan 2024 04:42:59.486,244.121,22.472,909.752
118,AntenaLDTEA,04 Jan 2024 04:43:59.486,218.912,36.178,645.082
118,AntenaLDTEA,04 Jan 2024 04:44:59.486,166.753,40.494,595.075
118,AntenaLDTEA,04 Jan 2024 04:45:59.486,131.508,27.072,801.111
118,AntenaLDTEA,04 Jan 2024 04:46:59.486,117.531,16.200,1130.427
118,AntenaLDTEA,04 Jan 2024 04:47:59.486,110.817,9.150,1503.220
118,AntenaLDTEA,04 Jan 2024 04:48:23.050,109.065,7.000,1654.986
119,AntenaLDTEA,04 Jan 2024 06:19:26.948,250.920,7.000,1652.324
119,AntenaLDTEA,04 Jan 2024 06:20:26.948,245.564,13.143,1271.763
119,AntenaLDTEA,04 Jan 2024 06:21:26.948,235.300,22.326,921.255
119,AntenaLDTEA,04 Jan 2024 06:22:26.948,210.794,35.923,653.629
119,AntenaLDTEA,04 Jan 2024 06:23:26.948,159.231,40.863,595.502
119,AntenaLDTEA,04 Jan 2024 06:24:26.948,123.107,27.618,794.475
119,AntenaLDTEA,04 Jan 2024 06:25:26.948,108.741,16.572,1120.625
119,AntenaLDTEA,04 Jan 2024 06:26:26.948,101.882,9.406,1491.942
119,AntenaLDTEA,04 Jan 2024 06:26:53.120,99.923,7.000,1660.211
120,AntenaLDTEA,04 Jan 2024 07:57:42.439,256.734,7.000,1658.724
120,AntenaLDTEA,04 Jan 2024 07:58:42.439,256.413,13.493,1259.069
120,AntenaLDTEA,04 Jan 2024 07:59:42.439,255.837,24.198,874.143
